HSCODE,DESCRIPTION,CD,RD,SD,VAT,AIT,AT,FIXED
3027190,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3027210,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), Wrapped/canned upto",25,3,0,15,5,5,58.6
3027290,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canne",25,3,0,0,5,0,33
3027310,"Carp (Cyprinus carpio, Carassius carassius, ..., Mylopharyngodon piceus). Wrapped/c",25,3,0,15,5,5,58.6
3027390,"Carp (Cyprinus carpio, Carassius carassius, ..., Mylopharyngodon piceus). EXCL.Wrap",25,3,0,0,5,0,33
3027410,"Eels (Anguilla spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
3027490,"Eels (Anguilla spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3027910,"Other than Eels, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3027990,"Other than Eels, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3028110,"Dogfish and other sharks, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3028190,"Dogfish and other sharks, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3028210,"Rays and skates (Rajidae), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3028290,"Rays and skates (Rajidae), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3028310,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3028390,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3028410,"Seabass (Dicentrarchus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3028490,"Seabass (Dicentrarchus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3028510,"Seabream (Sparidae), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3028590,"Seabream (Sparidae), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3028911,Hilsha fish wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3028919,Hilsha fish (EXCL.wrapped/canned upto 2.5 kg),25,3,0,15,5,5,58.6
3028991,Other than Hilsha fish wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3028999,Other than Hilsha fish (EXCL.wrapped/canned upto 2.5 kg ),25,3,0,0,5,0,33
3029110,"Livers, roes and milt wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3029190,"Livers, roes and milt Wrapped/canned upto 2.5 kg",25,3,0,15,5,5,58.6
3029210,Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3029290,Shark Fish Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3029910,other,25,3,10,15,5,5,73.96
3029990,Other,25,3,10,15,5,5,73.96
3031110,SOCKEYE SALMON (RED SALMON) ONCORHYNCHUS NERKA WRA/CANNED UPTO 2.5K,25,3,10,15,5,5,73.96
3031190,"SOCKEYE SALMON (RED SALMON) ONCORHYNCHUS MERKA,NES",25,3,10,0,5,0,45.8
3031210,"Other Pacific salmon (Oncorhynchus gorbuscha, ...sou and Oncorhynchus rhodurus) W",25,3,10,15,5,5,73.96
3031290,"Other Pacific salmon (Oncorhynchus gorbuscha, ... kisutch, Oncorhynchus masou and",25,3,10,0,5,0,45.8
3031310,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), Wrapped/canned u",25,3,10,15,5,5,73.96
3031390,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), EXCL. Wrapped/can",25,3,10,0,5,0,45.8
3031410,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ..Oncorhynchus chrysogaste",25,3,0,15,5,5,58.6
3031490,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ..Oncorhyn chrysogaster) EX",25,3,0,0,5,0,33
3031910,"PACIFIC SALMON EXCCLUDING LIVERS AND ROSE, OTHER WRAPPED/CANNED UPTO 2.",25,3,10,15,5,5,73.96
3031990,"PACIFIC SALMON EXCCLUDING LIVERS AND ROSE, OTHER,NES",25,3,10,0,5,0,45.8
3032310,Tilapias (Oreochromis spp) Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3032390,Other Tilapias (Oreochromis spp),25,3,0,0,5,0,33
3032410,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) Wrapped/canned upto 2",25,3,0,15,5,5,58.6
3032490,"Other Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",25,3,0,0,5,0,33
3032510,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon ..piceus) Wrapped/can",25,3,0,15,5,5,58.6
3032590,"Other Carp (Cyprinus carpio, Carassius carassius, .. spp, Cirrhinus spp, Mylopharyngod",25,3,0,0,5,0,33
3032610,"Eels (Anguilla spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3032690,"Eels (Anguilla spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3032910,"FISH FROZEN..WRAPPED/CANNED UPTO 2.5KG RUHI,KATLA,MRIGLE,PANGASH,KARP A",25,3,0,15,5,5,58.6
3032990,"Fish frozen.. Excl. wrapped/canned upto 2.5kg ruhi, katla,..,karp and alike Other",25,3,0,0,5,0,33
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
3033110,Frozen Halibut (Excl. Livers & Roes) Wrapped/Canned Upto 2.5kg,25,3,0,15,5,5,58.6
3033190,"Frozen Halibut (Excl. Livers & Roes),nes",25,3,0,0,5,0,33
3033210,"Frozen Plaice, (Excl. Livers & Roes), Wrapped/Canned upto 2.5kg",25,3,0,15,5,5,58.6
3033290,"Frozen Plaice, (Excl. Livers & Roes),nes",25,3,0,0,5,0,33
3033310,"Frozen Sole, (Excl. Libers & Roes), Wrapped/Canned Upto 2.5kg",25,3,0,15,5,5,58.6
3033390,"Frozen Sole, (Excl.Livers & Roes),nes",25,3,0,0,5,0,33
3033410,Turbots (Psetta maxima) Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3033490,Other Turbots (Psetta maxima),25,3,0,0,5,0,33
3033910,"Frozen Flat Fish,(Excl.Livers & Roes),Excl.Halibut,Plaice & Sole Wrapped/Cann upto 2.5",25,3,0,15,5,5,58.6
3033990,"Frozen Flat Fish,(Excl.Livers & Roes), Excl. Halibut,Plaice And Sole,nes",25,3,0,0,5,0,33
3034110,Frozen Albacore Or Longfinned Tunas(Excl.Livers & Roes)Wrapped/Canned upto 2.5kg,25,3,0,15,5,5,58.6
3034190,"Frozen Albacore Or Longfinned Tunas,(Excl.Livers & Roes),nes",25,3,0,0,5,0,33
3034210,"Frozen Yellowfin Tunas, (Excl. Livers & Roes),Wrapped/Canned upto 2.5kg",25,3,10,15,5,5,73.96
3034290,"Frozen Yellowfin Tunas, (Excl. Livers & Roes),nes",25,3,10,0,5,0,45.8
3034310,Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes)Wrap./Can. upto 2.5kg,25,3,0,15,5,5,58.6
3034390,"Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes),nes",25,3,0,0,5,0,33
3034410,BIGEYE TUNAS (THUNNUS OBESUS) WRAPPED/CANNED UPTO 2.5KG,25,3,10,15,5,5,73.96
3034490,"BIGEYE TUNAS (THUNNUS OBESUS),NES",25,3,10,0,5,0,45.8
3034510,ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS....) WRAPPED/CANNED UPT,25,3,10,15,5,5,73.96
3034590,OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS..) EXCL WRAPPED/CANNED UP,25,3,10,0,5,0,45.8
3034610,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII) WRAPPED/CANNED UPTO 2.5KG,25,3,10,15,5,5,73.96
3034690,"SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),NES",25,3,10,0,5,0,45.8
3034910,"Frozen Tunas, Nes, (Excl. Livers & Roes),Wrapped/Canned upto 2.5kg",25,3,10,15,5,5,73.96
3034990,"Frozen Tunas, Nes, (Excl. Livers & Roes),nes",25,3,10,0,5,0,45.8
3035110,"Herrings (Clupea harengus,Clupea pallasii), Wrapped/canned upto 2.5 kg",25,3,0,15,5,5,58.6
3035190,"Herrings (Clupea harengus,Clupea pallasii), NES",25,3,0,0,5,0,33
3035310,"Sardines (Sardina pilchardus, Sardinops spp), sardinella .. (Sprattus sprattus), Wrapped",25,3,0,15,5,5,58.6
3035390,"Sardines (Sardina pilchardus, Sardinops spp), sardinella.. (Sprattus sprattus), EXCL.Wra",25,3,0,15,5,5,58.6
3035410,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Wrapped/c",25,3,0,15,5,5,58.6
3035490,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), EXCL. Wrap",25,3,0,0,5,0,33
3035510,Jack and horse mackerel (Trachurus spp) Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3035590,Other Jack and horse mackerel (Trachurus spp),25,3,0,0,5,0,33
3035610,Cobia (Rachycentron canadum) Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3035690,Other Cobia (Rachycentron canadum),25,3,0,0,5,0,33
3035710,"Swordfish (Xiphias gladius), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3035790,"Swordfish (Xiphias gladius), EXCL.Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3035910,Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3035990,Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3036310,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), Wrapped/canned upto 2.5 K",25,3,0,15,5,5,58.6
3036390,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), EXCL. Wrapped/canned upto",25,3,0,0,5,0,33
3036410,"Haddock (Melanogrammus aeglefinus), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3036490,"Haddock (Melanogrammus aeglefinus), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3036510,"Coalfish (Pollachius virens), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
3036590,"Coalfish (Pollachius virens), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3036610,"Hake (Merluccius spp, Urophycis spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3036690,"Hake (Merluccius spp, Urophycis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3036710,Alaska Pollack (Theraga chalcogramma)Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3036790,Other Alaska Pollack (Theraga chalcogramma),25,3,0,0,5,0,33
3036810,"Blue whitings (Micromesistius poutassou, Micromesistius australis) Wrapped/canned",25,3,0,15,5,5,58.6
3036890,"Other Blue whitings (Micromesistius poutassou, Micromesistius australis)",25,3,0,0,5,0,33
3036910,Fish of the families Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3036990,Other Fish of the families,25,3,0,0,5,0,33
3038110,"Dogfish and other sharks, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3038190,"Dogfish and other sharks, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3038210,Rays and skates (Rajidae) Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3038290,Other Rays and skates (Rajidae),25,3,0,0,5,0,33
3038310,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3038390,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3038410,"Seabass (Dicentrarchus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3038490,"Seabass (Dicentrarchus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3038910,"Other fish, excluding livers and roes :Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3038990,"Other fish, excluding livers and roes :",25,3,0,0,5,0,33
3039110,"Livers, roes and milt Wrapped/canned upto 2.5 kg",25,3,0,15,5,5,58.6
3039190,"Other Livers, roes and milt excl. Wrapped/canned upto 2.5 kg",25,3,0,15,5,5,58.6
3039210,Shark Fish Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3039290,Other Shark Fish excl. Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3039910,Other Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3039990,Other excl. Wrapped/canned upto 2.5 kg,25,3,0,15,5,5,58.6
3043110,"Tilapias (Oreochromis spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3043190,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3043210,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), Wrapped/canned upto 2",25,3,0,15,5,5,58.6
3043290,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canned",25,3,0,0,5,0,33
3043310,"Nile Perch (Lates niloticus),Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3043390,"Nile Perch (Lates niloticus), EXCL.Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3043910,"Other than Nile Perch (Lates niloticus), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3043990,"Other than Nile Perch (Lates niloticus), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3044110,"Fresh or chilled fillets of other fish :Pacific salmon (Oncorhynchus..), Wrapped/canned",25,3,10,15,5,5,73.96
3044190,"Fresh or chilled fillets of other fish :Pacific salmon (Oncorhynchus..), EXCL. Wrapped/c",25,3,10,0,5,0,45.8
3044210,"Trout (Salmo trutta, Oncorhynchus mykiss, ... chrysogaster), Wrapped/canned upto 2.",25,3,0,15,5,5,58.6
3044290,"Trout (Salmo trutta, Oncorhynchus mykiss, ... chrysogaster), EXCL. Wrapped/canned u",25,3,0,0,5,0,33
3044310,"Flat fish (Pleuronectidae, Bothidae, .Citharidae), Wrapped/canned upto 2.5 Kg ,",25,3,0,15,5,5,58.6
3044390,"Flat fish (Pleuronectidae, Bothidae, .Citharidae), EXCL. Wrapped/canned upto 2.5 Kg ,",25,3,0,0,5,0,33
3044410,"Fish of the families Bregmacerotidae, Euclichthyidae, , Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3044490,"Fish of the families Bregmacerotidae, Euclichthyidae, , EXCL. Wrapped/canned upto 2.",25,3,0,0,5,0,33
3044510,"Swordfish (Xiphias gladius, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3044590,"Swordfish (Xiphias gladius, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
3044610,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3044690,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3044710,Dogfish and other sharks,25,3,0,15,5,5,58.6
3044790,Dogfish and other sharks,25,3,0,15,5,5,58.6
3044810,Rays and skates (Rajidae),25,3,0,15,5,5,58.6
3044890,Rays and skates (Rajidae),25,3,0,15,5,5,58.6
3044910,"Other than Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3044990,"Other than Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3045110,"Other, fresh or chilled : Tilapias (Oreochromis spp), ...Channa spp), Wrapped/canned u",25,3,0,15,5,5,58.6
3045190,"Other, fresh or chilled : Tilapias (Oreochromis spp), ...Channa spp), EXCL. Wrapped/ca",25,3,0,0,5,0,33
3045210,"Salmonidae, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3045290,"Salmonidae, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3045310,"Fish of the families Bregmacerotidae, ...and Muraenolepididae, Wrapped/canned upto",25,3,0,15,5,5,58.6
3045390,"Fish of the families Bregmacerotidae, ...and Muraenolepididae, EXCL. Wrapped/canne",25,3,0,0,5,0,33
3045410,"Swordfish (Xiphias gladius), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3045490,"Swordfish (Xiphias gladius), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3045510,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3045590,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3045610,Dogfish and other shark,25,3,0,15,5,5,58.6
3045690,Dogfish and other shark,25,3,0,15,5,5,58.6
3045710,Rays and skates (Rajidae),25,3,0,15,5,5,58.6
3045790,Rays and skates (Rajidae),25,3,0,15,5,5,58.6
3045910,"Toothfish (Dissostichus spp), NES, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3045990,"Toothfish (Dissostichus spp), NES, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3046110,"Tilapias (Oreochromis spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3046190,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3046210,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), Wrapped/canned upto 2",25,3,0,15,5,5,58.6
3046290,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canned",25,3,0,0,5,0,33
3046310,"Nile Perch (Lates niloticus), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3046390,"Nile Perch (Lates niloticus), EXCL.Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3046910,"Nile Perch (Lates niloticus), NES, Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3046990,"Nile Perch (Lates niloticus), NES, EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3047110,"Frozen fillets of fish of the families .. :Cod (Gadus morhua, Gadus ogac, Gadus..)Wrapp",25,3,0,15,5,5,58.6
3047190,"Frozen fillets of fish of the families..:Cod (Gadus morhua, Gadus ogac,Gadus..) EXCL.W",25,3,0,0,5,0,33
3047210,"Haddock (Melanogrammus aeglefinus), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3047290,"Haddock (Melanogrammus aeglefinus), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3047310,"Coalfish (Pollachius virens), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3047390,"Coalfish (Pollachius virens), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3047410,"Hake (Merluccius spp, Urophycis spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3047490,"Hake (Merluccius spp, Urophycis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3047510,"Alaska Pollack (Theragra chalcogramma), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3047590,"Alaska Pollack (Theragra chalcogramma), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3047910,"Other than Alaska Pollack (Theragra chalcogramma), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
3047990,"Other than Alaska Pollack (Theragra chalcogramma), EXCL. Wrapped/canned upto 2.5",25,3,0,0,5,0,33
3048110,"Pacific salmon (Oncorhynchus nerka, ... salmon (Hucho hucho), Wrapped/canned upto",25,3,10,15,5,5,73.96
3048190,"Pacific salmon (Oncorhynchus nerka, ... salmon (Hucho hucho), NES, Wrapped/canned",25,3,10,0,5,0,45.8
3048210,"Trout (Salmo trutta, Oncorhynchus mykiss, ...orhynchus chrysogaster), Wrapped/cann",25,3,0,15,5,5,58.6
3048290,"Trout (Salmo trutta, Oncorhynchus mykiss, ...orhynchus chrysogaster), EXCL. Wrapped",25,3,0,0,5,0,33
3048310,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae,...Citharidae), Wrapped/canned upt",25,3,0,15,5,5,58.6
3048390,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae,...Citharidae), EXCL. Wrapped/cann",25,3,0,0,5,0,33
3048410,"Swordfish (Xiphias gladius), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3048490,"Swordfish (Xiphias gladius), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3048510,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3048590,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3048610,"Herrings (Clupea harengus, Clupea pallasii), Wrapped/canned upto 2.5 Kg",25,3,0,15,5,5,58.6
3048690,"Herrings (Clupea harengus, Clupea pallasii), EXCL. Wrapped/canned upto 2.5 Kg",25,3,0,0,5,0,33
3048710,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito...pelamis),Wrapped/ca",25,3,10,15,5,5,73.96
3048790,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito...pelamis), EXCL. Wrapp",25,3,10,0,5,0,45.8
3048810,"Dogfish, other sharks, rays and skates (Rajidae)",25,3,0,15,5,5,58.6
3048890,"Dogfish, other sharks, rays and skates (Rajidae)",25,3,0,15,5,5,58.6
3048910,"Tunas (of the genus Thunnus), skipjack or stripe-bellied ,NES, Wrapped/canned upto 2",25,3,10,15,5,5,73.96
3048990,"Tunas (of the genus Thunnus), skipjack or stripe-bellied , NES, EXCL.Wrapped/canned",25,3,10,0,5,0,45.8
3049110,"Swordfish (Xiphias gladius), Wrapped/canned upto 2.5 kg",25,3,0,15,5,5,58.6
3049190,"Swordfish (Xiphias gladius), NES Wrapped/canned upto 2.5 kg",25,3,0,0,5,0,33
3049210,"Toothfish (Dissostichus spp.), Wrapped/canned upto 2.5 kg",25,3,0,15,5,5,58.6
3049290,"Toothfish (Dissostichus spp.), NES Wrapped/canned upto 2.5 kg",25,3,0,0,5,0,33
3049310,"Tilapias (Oreochromis spp), catfish (Pangasius spp, . and snakeheads (Channa spp) Wr",25,3,0,15,5,5,58.6
3049390,"Other Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, ... and snakehea",25,3,0,0,5,0,33
3049410,Alaska Pollack (Theraga chalcogramma) Wrapped/canned upto 2.5 Kg,25,3,0,15,5,5,58.6
3049490,Other Alaska Pollack (Theraga chalcogramma),25,3,0,0,5,0,33
3049510,"Fish of the families Bregmacerotidae, ...ollack (Theraga chalcogramma) Wrapped/can",25,3,0,15,5,5,58.6
3049590,"Other Fish of the families Bregmacerotidae, Euclichthyidae, . Alaska Pollack (Theraga c",25,3,0,0,5,0,33
3049610,Dogfish and other sharks,25,3,0,15,5,5,58.6
3049690,Dogfish and other sharks,25,3,0,15,5,5,58.6
3049710,Rays and skates (Rajidae),25,3,0,15,5,5,58.6
3049790,Rays and skates (Rajidae),25,3,0,15,5,5,58.6
3049910,"Fish fillets&othr fish meat (whe.r or not minced), frsh, chi.or frozn, NES Wra",25,3,0,15,5,5,58.6
3049990,"Fish fillets&othr fish meat (whe.r or not minced), frsh, chi.or frzn, NES Excl",25,3,0,0,5,0,33
3052010,"Livers And Roes,Dried,Smoked,Salted Or In Brine, Wra./Can.Upto 2.5kg",25,3,0,15,5,5,58.6
3052090,"Livers And Roed, Dried,Smoked,Salted Or In Brine,Nes",25,3,0,0,5,0,33
3053110,"Tilapias (Oreochromis spp), catfish ......and snakeheads (Channa spp),Wrapped/canne",25,3,0,15,5,5,58.6
3053190,"Tilapias (Oreochromis spp), catfish ......and snakeheads (Channa spp), EXCL.Wrapped/c",25,3,0,0,5,0,33
3053210,"Fish of the families Bregmacerotidae, Euclichthyidae, ..Muraenolepididae,Wrapped/ca",25,3,0,15,5,5,58.6
3053290,"Fish of the families Bregmacerotidae, Euclichthyidae, .., EXCL.Wrapped/canned upto 2",25,3,0,0,5,0,33
3053910,"Fish of the families Bregmacerotidae, Euclichthyidae,.., NES, Wrapped/canned upto 2.",25,3,0,15,5,5,58.6
3053990,"Fish of the families Bregmacerotidae, Euclichthyidae,.., NES, EXCL. Wrapped/canned u",25,3,0,0,5,0,33
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
3054110,"Smoked Pacific, Atlantic & Danuve Salmon & Fillets, Wra./Can. Upto 2.5kg",25,3,0,15,5,5,58.6
3054190,"Smoked Pacific, Atlantic & Danuve Salmon & Fillets, Nes",25,3,0,0,5,0,33
3054210,"Smoked Herring (Incl. Fillets), Wrapped/Canned Upto 2.5kg",25,3,0,15,5,5,58.6
3054290,"Smoked Herrings (Incl. Fillets),Nes",25,3,0,0,5,0,33
3054310,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus . chrysogaster) Wrapped/ca",25,3,0,15,5,5,58.6
3054390,"Other Trout (Salmo trutta, Oncorhynchus mykiss, .. apache and Oncorhynchus chrysog",25,3,0,0,5,0,33
3054410,"Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, ....(Channa spp) Wrapp",25,3,0,15,5,5,58.6
3054490,"Other Tilapias (Oreochromis spp), ....(Anguilla spp), Nile perch (Lates niloticus) and s",25,3,0,0,5,0,33
3054910,"Smoked Fish (Excl.Salmon And Herring), & Fillets Wrapped/Canned Upto 2.5kg",25,3,0,15,5,5,58.6
3054990,"Smoked Fish Excl. Salmon And Herring & Fillets, Nes",25,3,0,0,5,0,33
3055110,"DRIED FISH COD(GADUS MORHUA,GADUS OGAC,GADUS MACROPHALUS) WRAPPED/C",25,3,0,15,5,5,58.6
3055190,"DRIED FISH COD(GADUS MORHUA,GADUS OGAC,GADUS MACROCEPHALUS),NES",25,3,0,0,5,0,33
3055210,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ict",25,3,0,15,5,5,58.6
3055290,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ict",25,3,0,15,5,5,58.6
3055310,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanon",25,3,0,15,5,5,58.6
3055390,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanon",25,3,0,15,5,5,58.6
3055410,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sa",25,3,0,15,5,5,58.6
3055490,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sa",25,3,0,15,5,5,58.6
